Cement (kg in a m^3 mixture),Blast Furnace Slag (kg in a m^3 mixture),Fly Ash (kg in a m^3 mixture),Water  (kg in a m^3 mixture),Superplasticizer (kg in a m^3 mixture),Coarse Aggregate  (kg in a m^3 mixture),Fine Aggregate (kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
391.50980511575204,153.99832814491043,63.35233541350534,200.18186902083033,11.661790436296402,1119.1992140876896,851.2826388372175,2,32.88889508382456
237.15287347934083,138.3575929774854,171.4358513997506,216.57459417683208,7.208973703511003,1095.4184213587855,648.5487698194479,24,22.702381789369312
328.82992931823674,244.67302176950514,181.22865095315328,215.92926113602329,2.848958256851295,825.5178225014391,994.3736674499671,206,22.88092554167332
340.55252291104307,78.5713996314231,55.38089747556179,187.78837314169442,9.447553337666871,954.8892564840828,912.2728298751449,320,21.934306318493782
181.3359604312319,341.98602622208114,196.7042945430444,128.89963351336516,2.8993450286325686,913.1061828240395,756.095419833598,199,27.93011550863784
526.6172362164058,283.0842051895987,28.142305609751684,168.2446819959166,5.306908524719518,921.7961697416122,831.4255729117417,356,50.37850478506754
441.0584422788904,32.187960832413424,40.403133680497994,239.69965910023646,29.62008475738638,1193.1787518218803,964.5367264865636,114,35.2404525214457
513.3795342882432,150.3290792825742,36.844967847605226,195.9783582684654,13.323106707198558,1057.1109653919711,821.6397121583304,280,40.92776054974652
493.7240341881655,316.4825907223793,178.79794200157409,189.98315262324274,15.956152995150497,1087.0704631173999,669.799394559182,155,56.05226059913539
363.07599067687744,340.1035280249077,130.85851046499238,154.95095686968517,26.208555862116462,1190.6470549260036,751.4813422324637,165,40.823754737792164
505.6246634101714,168.2645440499531,30.420856644454574,167.89835958915526,29.867067014720632,950.8807129830554,937.2579460118982,222,41.12054781919569
138.93670090284456,220.82810011585477,88.06468367366979,236.39499158991202,17.481433480340446,1120.7360673811224,857.6852063958472,91,8.566146060391338
186.23245946442387,60.13222059314708,123.05960501396041,206.64019617848862,24.37421463132515,973.8123853217982,860.2897537335201,167,27.7324178519528
119.90000712063676,356.82070540931153,16.69281699787666,222.3603134778033,9.808230730100258,1147.813468725992,946.7285942753956,207,14.331595852529588
243.1453455358363,83.40181249803962,176.48327368146775,179.06490499879516,9.172318723418734,872.2630165245213,957.5892229850019,282,29.14112101993634
271.0180074633721,339.38343868864524,160.72070708830702,201.93213852930052,12.081111629836807,1179.0744708257118,967.9170287117745,65,24.698911445032444
219.3935739805142,233.87279363725264,101.04135471532764,152.28986913661697,20.175217880209473,887.5086833643519,637.9396773012625,4,31.51531165747484
464.6445040268489,218.7852461563893,193.42532305183408,211.7099079368532,20.465750677652963,930.4882027923726,817.6504007852403,157,48.072015256199705
256.9714637451793,184.5678639659431,83.55219585501995,175.58817338143385,9.457183039483525,1102.4768936427122,896.2038084873275,249,28.963201512743762
223.61118426244752,83.04113221839313,196.82206380729957,177.53091692591693,3.9962977240988606,957.5020566261627,902.7707380508054,257,25.84742248578115
338.7862765896293,63.55009152198298,133.58399976072542,204.4119021949946,18.971887693965257,1043.2845507065786,842.6864807880015,235,32.64901806274497
162.00665898889557,79.37503526526312,126.93425465078829,241.71648079096047,3.8497758656629353,977.8294004277714,666.7149340734696,306,18.408051610488485
452.9666715317775,67.11777437193163,33.190979059157,128.32082505912072,17.354775246879903,1096.9479748359126,918.9682215766657,74,33.72172324988098
132.80228321909917,280.65041048403117,176.3855516609288,227.216620855111,20.80266384168927,891.3325009474444,888.0445334059783,187,18.313259499269808
534.2302521042276,126.04509330002284,85.49793758412304,158.0098043535851,21.01834489183355,823.3831948947508,634.4543086196145,62,46.03262568960725
439.78769849052924,20.823363562822692,32.44668115649587,177.7095290858291,22.6041633197879,919.9717589892265,785.5239298697505,337,40.526429536229
187.43489987503585,348.8769468506921,2.521503995151808,122.84873274075116,26.185782646969937,989.7234659473721,669.5909598087214,164,28.448379230432096
102.42973153438506,318.16291858683326,111.95113672767651,159.1359901184607,14.998769758943652,867.2080208770715,734.9908182851888,56,22.812015817021276
458.80302852012704,333.99082195027665,105.47992442453527,185.34206154191696,21.907475685887135,941.9189158625554,607.2324368822742,111,51.46110129735974
411.0172312929515,358.1668161527167,143.8707244738317,127.30289005516707,18.575182060975102,959.9932073174274,760.1319473643033,218,50.291630280018765
420.7631539380344,62.602289719015424,178.05161060356042,183.84244481981148,5.5991981939304765,822.9567374753094,819.9507684624841,240,28.938589951408396
439.3589525418161,142.64712680495714,15.881316928605905,240.52438175159557,0.770689346082245,1033.3228992736817,847.8330371308348,21,27.284250903660638
132.57964676299974,272.96585125347286,146.29929806807246,133.70111835401468,8.536241570308013,1153.737371188515,865.3961380514841,141,31.616539141599507
257.72492055948,250.5674224993652,37.482388819516444,219.37729464981555,13.291011190128582,860.697165181221,934.516525240984,265,29.125696849369078
150.98238619105706,55.40252628234782,171.6354106314328,173.25723693887903,18.513178332859688,1039.1232053606057,686.185162910292,139,12.21445959551302
479.7655073852612,293.69992499662237,163.81270277233122,205.17258288816396,25.49877991509616,1065.8956819643386,648.1927289753871,70,49.988125408996645
374.25117580412547,80.79860586119784,108.15875099710888,153.83075773807983,5.887371501184969,967.7338721677154,940.6148687591702,118,35.05722043354473
245.59513093516563,80.57434133614431,142.0485597246623,140.73399413037657,3.7664936969543126,1080.439034945708,662.6451259570599,198,21.236662535917333
127.9656741258504,193.3107922416289,62.87002263674968,140.86013985525943,28.904398424229825,964.2926173964048,989.9040325344781,205,25.98013861910517
236.83222155489136,213.45837654301315,94.23357978656293,129.1639529336088,3.2413367812922136,1001.854915190974,937.0152917594548,214,30.936346316975758
243.0806616917687,208.83103482161204,164.32737954209432,144.13407163716158,14.354732103215674,802.9412178217708,800.3506423558397,56,22.5787414770706
421.0267184687482,32.93526146319175,91.85303943464278,206.3485200485659,17.566911863799056,1076.6880456538756,992.5685699688102,287,39.216235735730294
380.5252873962938,315.88591054693694,71.55965306508836,234.61977953965607,16.241232627223148,1064.5370715778897,638.9506916432017,293,38.92931636728467
490.3736067335837,95.61601533193418,98.84248945005997,225.83633912685104,2.580964710988296,815.3603509305378,721.2263044700406,175,37.590431218694114
307.7745670712577,46.6253716618095,165.64985048744367,209.06746028368292,1.710807420108581,947.3000429580533,855.2897660162446,347,23.034339989782467
152.62146821285273,319.94930875283177,67.04160947417455,134.35614224344334,3.16450282383107,1191.612736316667,740.0027473892715,128,26.334813325026815
413.8277063781178,344.0345393627112,34.75231862714876,157.5943680184735,17.567630516178376,968.2946250274467,971.3490207923167,325,47.54288616078939
434.7454213914349,310.3659422155622,142.40280406615616,160.27489379192096,16.330346629029634,1000.7781620527367,626.250435271127,292,54.294430267731926
346.96196693057834,291.4257869009561,165.19564254161637,152.49440303169075,7.0122237611023275,1163.9720632638873,819.7647328243859,288,40.451448385930846
439.2255591800068,235.88711303004783,20.127495704706668,186.950735762264,19.133224255367747,1086.9047503463025,836.3465069580458,226,38.93612332481684
317.27006240033194,198.30865341929015,47.97482255118894,189.62199593435741,24.60202506166948,1032.8280524496895,861.0912495108896,64,25.280113156794158
330.00244492807735,31.31523356810765,28.39439795219878,166.39517677224433,1.247368795397813,1119.121872536429,702.2664893327258,48,23.249775814178662
288.11804807776184,147.04315670545154,69.58828231643332,165.9925906357367,14.943898306441273,1145.7465065823894,745.8265710079457,202,24.851829760275624
111.18441576740189,134.16786612443303,90.07019578108253,227.71222772779058,20.679312363080708,982.7552286949067,937.4722118659911,337,13.370330386088424
147.47222787705397,93.51136215371743,149.7652673926613,222.60807028155912,7.569357812090613,990.0433459727342,677.977107588064,60,8.265588068692296
113.82884170216307,260.4312409278906,130.22951697633482,160.01345811849694,9.233127158794472,954.4203742607343,930.7471388693448,257,23.6935019170217
380.0205809560634,178.5152646283575,124.18571349568623,238.7924977035237,18.409137089681515,1186.6824560073842,825.062169161097,65,23.79260505726036
238.31663167358374,29.176637726753256,70.47498932193088,243.8659522103258,26.938058803312106,1078.8665017161402,904.8750044776328,239,18.862318343546374
323.77110411246923,79.26595270193208,168.289510616952,162.4765304639053,24.29773260908698,833.289226483229,885.4429465053886,289,42.86367443877585
499.32924852748096,245.97315491745454,94.25743347963291,166.07524334309713,17.493906572987505,1145.1838493252073,683.0045981539516,38,52.99874811709803
209.68858082550497,27.407109416508067,195.82098760303091,185.73243994485466,21.906651532717476,992.2239763345073,827.5250945735492,25,14.066778016953304
280.56848613567706,306.43448905755673,126.82842765914737,242.34570562937756,10.944674106233961,827.501562568995,947.089261122037,59,31.13790229291029
432.4425009589414,178.25274972503075,25.252948312900546,233.92152630850052,19.228965842962733,1019.8869020653244,772.8464947207717,357,41.35274614817434
200.6711928163139,173.0111678375933,135.2355124150868,133.33383513586668,13.985447733826708,966.8657115902809,986.6363080893267,297,35.05002084366148
133.87116032466892,213.26680247742632,65.0208030863398,171.0549966252841,5.698084093726827,1151.09976194505,780.8860400406872,158,3.817472984155396
227.49063928205794,296.8851477330537,137.26543933721948,191.93825466747035,21.052148216317715,881.597841443755,657.1142546671539,57,33.40525916493744
170.93736639176194,125.2113148447895,13.928229632481148,185.4072214317002,16.69393912046466,1130.5858437968732,755.7738720310692,48,11.122733270749071
509.06696703073214,244.08581492126288,34.97628743519188,145.20219883179604,10.758647458607742,1023.0754764741811,980.6809625562148,328,48.19768868938373
455.5729670083435,203.6635070384848,171.14745178115726,231.64618025186013,27.340175702358923,821.8441212853876,727.8883397359417,56,38.13949960931134
378.6976528645863,96.13017726099167,45.43591140470298,208.00230178958884,0.628023534801998,1188.7381205301938,947.2392639468251,65,19.96725234469202
483.4426596825958,316.30679508785687,167.408225048588,228.9280887307345,9.473194537484881,1005.04609764128,952.500272672756,268,48.140254309421664
453.61571383561034,287.0733677784941,55.855217690882085,231.63935631543137,1.7064419333293968,916.3507416926329,740.0746097327844,69,34.01785445661945
182.09082590985577,237.04266047703317,128.57638201174154,217.28626097654617,22.995819486648816,987.7627367957032,633.3030632202529,216,24.5626187045962
492.72595933559023,306.2094224739271,138.8301147019662,177.09737816246326,21.063223623413776,1143.1431134069956,889.8231636635273,89,53.81249870272341
337.31058644288635,312.22591234552885,102.53095062901059,199.3710781520052,9.940566562089511,921.9612497540254,724.6049196055944,281,37.91244762853926
455.27366827218754,255.01067161741253,61.062135339346256,140.8475027955666,20.269887066212192,877.0705585946802,913.1694457030289,257,56.07741398477561
494.28017196633704,301.3247982109219,42.528875274219224,207.573904271738,11.878116785878495,851.6284987723526,777.0619393041733,160,44.13828198168668
239.9215289876201,251.08972620094212,6.637870912485244,143.3029232461065,22.68761374267303,919.1437593560845,794.1066969370486,234,27.675750594400863
148.42284679217778,244.85067783370815,60.78928024814476,210.21344676632037,13.625509882101182,1112.0192348160174,911.1637626994147,131,14.598708699418872
200.29147151845433,222.70009615746636,130.6325581062566,149.84776089801593,12.368391834949966,988.6505460781046,752.9453324246512,49,26.567843819128875
287.92742699555276,270.97799024075084,187.66096368969653,135.2816690195286,28.04189746464903,890.992641477416,777.2509381291658,147,41.98111648971306
459.926497005897,57.09783790550653,174.2408964526104,141.48698371858447,7.5263729967210065,866.4739998438997,750.4761875078489,316,46.780382703868696
478.7214566327911,317.11347331161426,153.21295530706053,120.25897757847913,3.6134201998969626,933.0917906041516,746.936206110912,2,49.346493993678074
103.05893743372391,313.8636699882835,157.68946865065973,213.43615032095892,17.536293397783744,1175.9697491542836,810.3786307605837,329,16.48865338209002
324.7288131341289,10.529021892441293,132.99698069519906,215.21213637758927,29.079654368525368,937.2106850360097,923.5197778004604,145,23.83953106120447
283.66084138546273,297.29403020331455,52.0573715132006,186.94133548872372,11.335176411815599,1195.249630381854,744.7073247690264,61,36.54349910061365
197.72743660712132,46.39315229044027,181.43900614116598,140.97716413719988,1.8611029088634456,994.0921823061425,809.7018882150946,273,26.78053272562358
152.74076162682044,120.64278753329108,134.1464623811668,130.86206387638967,10.179158019287023,871.6655673160603,868.2909301770403,49,17.994430894455103
248.5506754175963,267.6629722649788,112.08812619608798,122.48676563684731,15.177949629586752,1156.4560367174038,707.775778521462,332,34.06441310541359
514.8802697215085,57.873562577390956,22.197893842696214,141.5472630054787,4.857690198966411,984.1421492539307,711.009121960957,131,40.131614379047285
242.2092900891323,294.4681286828624,89.41110876128508,235.81121954780906,19.743066541694763,1083.8685374018098,973.3652508093819,43,22.98152609888408
328.2678735670811,299.56830406478707,92.07165424038526,151.39978942121863,29.932481670306018,1193.4846332836607,889.4138293324354,57,43.53482881155693
409.32834191387826,182.68838415390104,172.91272190453398,166.05527253823803,13.552184279443315,820.0701401279896,830.8746704893235,50,35.09880418546767
259.99702504688935,2.2989138180600888,109.3296440375577,133.69491298257333,10.641856701906379,838.6778239150268,859.0880217682447,178,26.72939431014714
527.5841163972227,103.33372794296861,76.08010979408193,148.90696961726215,12.021125005034,1088.1826965851023,611.7197772413673,293,45.593232884665476
523.4768097745289,222.0936906152672,195.36006570213186,187.49919420142666,3.4543853518560343,912.7300013181888,847.2411862246788,46,55.11780735456119
210.78421016316022,353.22702408987243,22.144118665263136,199.00784880243484,26.498208042786715,873.7205587800396,803.8035492896807,170,29.889449319802573
318.78934259264963,227.4528697260006,84.50968566238892,151.89580084160744,12.444769665640559,815.7447519278918,818.2998719117743,271,32.45930269108301
232.38645631937865,93.52928918309753,8.404935034281058,127.50518069926524,11.61823234274524,808.7386847944807,743.7695307323269,336,22.54423825570385
225.32981752608575,228.24205311586007,147.98082415338607,170.8342729865618,19.79070818791423,1109.7942412479165,632.5895590851768,139,31.37105245440281
116.23025683599442,194.39473669770797,183.61531043983013,150.44643822042343,13.261002627933706,853.77337094782,677.3356934448209,247,18.83073356188468
368.2083069511546,280.7443422544117,56.007465910097885,148.54201001987425,19.447004064235383,987.0882463884603,980.2978852850687,148,39.95494455590763
321.17877022069905,38.513029977705024,171.66833535982417,244.7821643527492,1.8433887039236252,1042.3587260717932,763.4798249083735,230,22.365382684569035
122.65065054999532,273.9700449007301,58.44364609237955,200.11906317034413,24.411700311666824,971.3407202275384,786.6732623323456,280,29.354965836692426
222.60444426410902,194.8559683233997,182.15403232878305,192.39419761237247,28.215118586382076,810.8426609344932,621.0839159413756,125,36.42437668670444
499.63698982532765,346.6771213892381,150.7923807193568,174.05076345803184,19.462961584781578,1113.4006010351636,615.0264918175923,192,62.76119321571163
205.40723189346787,123.073979773927,160.98135536828772,175.76276334591876,28.636977865764322,804.2052898166614,886.872578818703,80,21.23866819709447
163.75374372013817,227.74388152822132,3.6013111200909,190.3176504989505,4.542969431098899,1104.7559577509937,815.2378656484445,94,13.122745276970155
315.35921452212773,335.53011798360626,192.5620714148052,210.53587491469392,14.32248568441061,1157.321797515249,803.4823936865066,226,35.95644094869435
533.6861998086642,36.90350207664453,145.33419841406464,211.27899250363782,18.05420201836342,973.1359684228689,697.2498121690675,65,48.75113905085083
206.50431946506018,337.4022554051224,60.95021907722666,142.32020800170844,17.4520994226356,1014.2169892391194,897.9002926519688,88,32.8877604414105
395.73964085858654,247.6388600282928,165.8789329717694,185.0146577699615,12.043853372671297,990.7933570470615,667.2946316433968,88,45.14855051527746
435.11263074463574,24.421341277861885,56.304239682985994,173.55455235443327,10.142532280987842,955.6834474493755,675.973897464408,201,32.58187722714757
204.56051935665585,108.34688410085386,174.5507679132256,233.16850561501994,3.804720676512564,1154.969814148144,784.2848685393102,214,10.14779931557411
420.4151933892182,254.94195191230136,22.516078082387402,202.08445975838893,11.752273516868346,1157.5734042679962,714.5119448447764,204,32.0175922061647
261.82457839647145,24.246216528757813,140.73719549215915,189.22552863407765,4.879824453164554,934.3265458566138,698.9851924932585,89,19.232807125757923
378.21456546117497,209.58136566345837,108.13969532898207,135.00130348325925,22.03097029476655,1046.0279016058792,858.0950578213326,61,35.9442712967838
378.75307273479365,124.51790050306442,19.306894039088164,198.7329256120435,6.264928064837699,1170.7630248583457,860.3886980874179,271,28.781508713997148
335.7408609928938,223.52958639629176,48.37876565176779,135.23650773843033,1.7569591585360156,1184.8233995765406,929.8068279199717,94,34.271427702411415
139.72749882393964,16.467132172504627,2.480807255462958,163.83685482354775,16.57098413451703,1003.583616168819,767.0834267891903,307,16.58486423205102
467.5330980592647,313.7532502148555,93.75359309290117,138.56945542586314,17.85689198158205,981.1299221137307,629.2340364104601,27,44.65646673000372
241.14322858756375,350.4560289038629,60.25305215200007,209.96957411316797,26.157391838415165,911.4777263714103,709.4665539685831,214,24.986503057621842
182.06814457593586,348.79602790284895,119.67149685955177,146.81277479869985,17.309448372530454,1183.548749276164,992.0021852787268,74,24.590387807904804
117.94106228409612,269.8746594274529,59.44756154172344,170.94171851444338,10.364425611703371,857.125721789147,838.5034300930809,61,10.503235028766015
359.9928950028264,46.83104644702751,59.98382230139694,236.43772109044124,24.090356445789617,1031.93183041909,883.8948339204081,186,29.74350079683597
398.1283192106043,272.9747505344481,148.63863974632068,146.56112984186615,16.20836679562263,913.0201070074555,602.9431318501659,31,42.120651167035234
107.2986447282567,8.851289925168544,9.62856719567069,186.01465831464128,2.3784085389357523,911.6033161391186,807.2822928730084,219,13.946354270476709
325.32094565168364,7.964478550439011,180.57899903839746,174.50531595158287,16.975516809397398,961.9874349504754,615.0114630127213,12,28.64733624685608
199.6581410870927,116.49967889383485,170.45277487823628,122.35612533594487,27.240556362649873,1199.5171743262617,827.6920848365792,302,37.46175174352647
383.8760277801579,175.91154854567966,133.56093664528132,223.05855476446567,11.889378764946617,821.9865227359288,968.3083398544302,32,25.41000560233156
176.72122876219623,277.34667041080553,118.64431402147686,128.97596782089795,8.889774056994002,1031.4167272814125,987.3676522001631,160,10.166779570548648
404.01260476508503,245.98633557834188,178.46049962793046,181.65315272700397,4.304083710540602,833.0288632141109,816.2210701555697,237,44.816987670059255
270.1635523722365,160.5249742956294,37.066035905742886,192.8881783420635,4.543365658060719,861.8083319962076,783.2819221008864,227,25.112093092439814
512.1611950441632,98.50559986139972,15.793832438165722,201.6954393598963,12.983144530254567,975.8251767091595,978.0068376993976,181,39.60654998342497
160.50921542423703,358.96482005677603,47.90203398190762,209.52211181002383,17.870394724845887,1004.1840525385765,869.443932798678,317,26.76630856579886
250.06919446211376,153.42526880495026,158.91565574003806,152.92540985795296,2.4184621550880525,903.5169633458096,625.9597118153638,46,18.805460780326364
149.9283493458592,162.49932875868316,6.934053345296665,121.29724096559842,28.18705767075497,926.5828523497664,786.290231066999,341,25.09199990659279
506.8651920425676,58.9045756290009,116.56136701669793,214.04767610613857,22.654008523355877,834.7868081023732,696.0980073857215,80,43.24622264660673
486.02931548763166,286.1314375499746,199.08750323826197,189.6353579151852,17.59871754850988,921.2879135377002,787.9217285794726,135,45.27958811223357
213.49431619466847,249.7256012813359,171.13921876750788,228.69530141694236,24.853160128169726,1186.6233757522177,782.1862288025447,260,26.685114747575543
390.39298025503876,79.47706060395375,104.2891378087179,226.78048717709027,2.4056027043633987,1177.8829526689926,832.8579211258968,308,31.1414116447058
459.577768088535,29.65717642170337,12.728181857328469,229.6324018124248,14.305166331993732,933.951316054794,742.7081961397005,247,29.86919599144752
344.2883571037634,244.97974874689672,166.27470287714198,183.06230579734023,18.902793805849903,1028.3415745115046,665.7081797823712,159,32.44210174454307
333.04625447664284,235.62403714120867,119.79570163544211,163.37169145879253,24.859587183548676,1163.8381564443778,801.4877738359826,203,38.1024319933854
206.41500799619874,98.37342971935536,22.986599411913367,222.9025663368781,23.50408680147803,802.4735290563586,932.0811537383048,112,15.887043777452904
140.96521783459565,342.3108824101477,18.77145696467124,178.66823469380313,8.31207749140199,1124.2734281350367,865.604891227041,292,20.219681902742263
494.77493349946377,54.380841041124086,181.92536388731847,143.84748553244648,28.22640508677613,1179.3478211155675,735.3471463700863,310,43.59131248149463
496.1839451518654,155.6405283753367,133.84005258761567,231.14662254299168,3.730375242926111,836.5302937334228,974.2092091035429,119,43.18403094714107
378.5646412002379,339.7017312603356,165.8573598633511,234.73278398040515,26.254008558634563,864.5790744131684,964.883028499673,17,36.24112062299791
249.1731080614283,151.10183409340402,175.79578005645345,180.62026829822213,29.128207488138557,1184.2985211085422,683.7393597536395,331,30.207575176250753
253.6522128295708,229.86934115907079,114.35447040966444,129.84096455027236,5.3146056966787665,1015.0160574561385,615.7670340481452,227,29.316613986381594
419.4204987029053,143.13398326660595,103.48927035100826,170.41739168920105,21.661981926113558,805.6786537886895,896.5234833403049,361,49.47754926642652
494.7285143791339,98.71747284552121,86.08548206419803,224.45989573013844,1.208565563339954,903.0527995054117,931.0441045396612,117,33.740253975636485
490.3180266766516,354.23195326553815,63.38931755822386,237.23062371100974,12.162684754174649,979.9774697075438,987.1458263805421,43,54.13876997641228
443.1452401773545,147.36024227341548,86.91919217174235,146.45145652468744,15.48849897593022,1077.163564409907,955.9345576353243,115,44.241391432343434
382.49392430788663,321.8757133244884,154.77593114603127,128.70656956328529,17.41935677728902,1093.2641512547198,840.213907282566,283,58.188920990502815
137.0215845978215,82.78365812079103,120.38468620302632,234.05555890726902,28.078117447456783,1198.1686051701824,812.0209356849523,37,13.052841626028744
171.11663420163006,76.71769344903,178.5046579909692,170.6226420672538,20.16752061882584,915.0044797535036,611.1364205050345,302,20.53357593382972
495.3638429519149,11.20826983842409,88.67600287583754,190.42892535478322,14.43833853657711,1015.2880407473901,698.6625787379112,113,32.33327425612285
366.8287862502196,234.60005713531862,121.4179157437508,245.84855556659866,24.290251087976678,1013.329419143842,783.8459006931705,35,31.43238303433921
104.04670271131704,132.669483740554,126.26151061839775,128.65341462884896,28.515984628632268,962.258103778895,851.4015600334271,132,23.91369374261637
